STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES
AGM00060405,2003-03-01,36.5,7.717,111.0,"BOUCHEGOUF, AG",0,"2,S",9,"2,S",0,"2,S",20030327,",2,S",27.0,"2,S,27,",1.9789999999999999,"2,,,S"
